Variable	Commentaire	Date de départ	Heure de départ	Valeur
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:25:13,581	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:13,581	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:13,581	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:25:13,581	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:13,581	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:13,705	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:13,705	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:14,080	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:14,080	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:14,080	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:14,080	FAUX
fermee	Pince fermée.	04/06/2021	17:25:14,202	FAUX
ouvert	Pince ouverte.	04/06/2021	17:25:14,326	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:14,326	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:14,326	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:14,326	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:14,326	VRAI
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:25:14,451	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:14,785	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:14,907	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:15,305	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:15,305	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:25:15,305	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:15,305	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:25:15,427	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:25:15,427	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:25:15,427	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:25:15,550	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:25:15,550	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:25:15,703	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:25:16,297	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:16,483	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:16,880	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:25:17,102	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:25:17,102	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:25:18,697	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:25:18,697	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:25:19,810	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:24,312	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:24,683	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:25:26,489	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:26,981	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:26,981	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:26,981	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:25:26,981	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:27,104	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:27,104	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:27,506	VRAI
FERMER	Fermer la pince	04/06/2021	17:25:27,506	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:27,506	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:27,506	FAUX
fermee	Pince fermée.	04/06/2021	17:25:27,629	VRAI
ouvert	Pince ouverte.	04/06/2021	17:25:27,629	FAUX
FERMER	Fermer la pince	04/06/2021	17:25:27,629	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:27,629	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:27,629	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:27,629	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:28,092	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:28,212	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:25:28,305	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:28,581	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:28,703	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:28,703	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:28,703	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:28,822	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:29,585	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:29,585	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:29,585	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:29,585	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:29,585	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:29,711	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:29,711	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:30,111	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:30,111	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:30,111	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:30,111	FAUX
fermee	Pince fermée.	04/06/2021	17:25:30,296	FAUX
ouvert	Pince ouverte.	04/06/2021	17:25:30,296	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:30,296	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:30,296	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:30,296	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:30,296	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:30,792	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:30,917	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:31,287	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:31,287	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:31,287	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:31,287	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:31,595	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:32,604	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:32,604	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:32,604	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:32,725	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:33,493	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:33,493	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:33,493	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:33,493	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:33,493	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:33,590	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:33,590	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:33,987	VRAI
FERMER	Fermer la pince	04/06/2021	17:25:33,987	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:33,987	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:33,987	FAUX
fermee	Pince fermée.	04/06/2021	17:25:34,111	VRAI
ouvert	Pince ouverte.	04/06/2021	17:25:34,111	FAUX
FERMER	Fermer la pince	04/06/2021	17:25:34,111	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:34,111	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:34,111	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:34,111	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:34,600	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:34,724	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:35,092	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:35,214	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:35,214	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:35,214	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:35,397	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:36,403	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:36,403	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:25:36,403	VRAI
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:25:36,528	VRAI
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:25:36,528	VRAI
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:25:36,648	FAUX
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:25:36,648	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:25:36,648	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:25:36,895	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:25:38,207	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:38,207	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:38,207	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:25:38,207	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:38,207	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:38,330	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:38,330	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:38,702	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:38,702	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:38,702	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:38,702	FAUX
fermee	Pince fermée.	04/06/2021	17:25:38,828	FAUX
ouvert	Pince ouverte.	04/06/2021	17:25:38,949	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:38,949	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:38,949	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:38,949	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:38,949	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:39,383	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:39,503	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:39,903	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:39,903	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:25:39,903	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:39,903	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:25:40,023	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:25:40,023	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:25:41,411	VRAI
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:25:41,411	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:25:41,534	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:25:42,303	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:25:42,303	VRAI
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:42,426	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:25:42,547	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:25:42,889	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:25:43,909	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:25:43,909	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:25:44,410	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:25:44,410	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:25:45,486	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:25:52,185	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:52,709	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:52,709	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:52,709	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:25:52,709	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:52,829	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:52,829	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:53,199	VRAI
FERMER	Fermer la pince	04/06/2021	17:25:53,199	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:53,199	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:53,199	FAUX
fermee	Pince fermée.	04/06/2021	17:25:53,322	VRAI
ouvert	Pince ouverte.	04/06/2021	17:25:53,322	FAUX
FERMER	Fermer la pince	04/06/2021	17:25:53,322	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:53,322	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:53,322	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:53,322	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:53,782	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:53,903	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:25:54,027	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:54,297	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:54,422	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:54,422	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:54,422	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:54,543	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:55,281	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:55,281	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:55,281	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:55,281	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:55,281	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:55,406	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:55,406	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:55,803	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:55,803	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:55,803	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:55,803	FAUX
fermee	Pince fermée.	04/06/2021	17:25:55,927	FAUX
ouvert	Pince ouverte.	04/06/2021	17:25:56,048	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:25:56,048	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:56,048	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:56,048	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:56,048	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:56,481	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:56,608	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:57,010	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:57,010	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:57,010	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:57,010	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:57,191	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:58,287	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:58,287	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:25:58,287	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:25:58,411	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:25:59,201	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:59,201	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:59,201	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:25:59,201	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:59,201	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:25:59,324	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:59,324	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:25:59,606	VRAI
FERMER	Fermer la pince	04/06/2021	17:25:59,728	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:59,728	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:59,728	FAUX
fermee	Pince fermée.	04/06/2021	17:25:59,821	VRAI
ouvert	Pince ouverte.	04/06/2021	17:25:59,821	FAUX
FERMER	Fermer la pince	04/06/2021	17:25:59,821	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:25:59,821	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:25:59,821	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:25:59,821	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:00,308	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:00,431	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:00,803	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:00,926	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:00,926	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:00,926	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:01,107	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:02,094	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:26:02,094	FAUX
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:26:02,094	VRAI
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:26:02,221	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:26:02,221	VRAI
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:26:02,221	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:26:02,345	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:02,345	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:26:02,594	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:26:03,888	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:03,888	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:03,888	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:26:03,888	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:03,888	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:04,009	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:04,009	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:04,289	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:04,411	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:04,411	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:04,411	FAUX
fermee	Pince fermée.	04/06/2021	17:26:04,533	FAUX
ouvert	Pince ouverte.	04/06/2021	17:26:04,533	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:04,533	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:04,533	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:04,533	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:04,533	VRAI
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:26:04,659	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:04,996	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:05,118	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:05,601	VRAI
stop_out	Stoppeur intermédiaire sortie	04/06/2021	17:26:05,601	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:05,601	FAUX
STOPINT	Sortir le stoppeur intermédiaire (axe X )	04/06/2021	17:26:05,601	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:05,601	FAUX
stop_in	Stoppeur intermédiaire rentrée	04/06/2021	17:26:05,724	VRAI
BLOQINT	Sortir la butée de la glissière intermédiaire	04/06/2021	17:26:05,724	FAUX
but_int	butée de la glissière intermédiaire sortie	04/06/2021	17:26:05,852	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:26:05,852	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:26:06,004	FAUX
gliss1	Présence d’un 6packs sur la butée de la glissière intermédiaire	04/06/2021	17:26:06,590	FAUX
gliss_int	Glissière intermédiaire pleine	04/06/2021	17:26:06,716	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:26:07,299	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:26:07,299	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:26:08,296	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:26:08,296	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:26:09,588	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:26:16,396	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:16,892	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:16,892	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:16,892	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:26:16,892	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:17,012	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:17,012	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:17,291	VRAI
FERMER	Fermer la pince	04/06/2021	17:26:17,413	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:17,413	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:17,413	FAUX
fermee	Pince fermée.	04/06/2021	17:26:17,532	VRAI
ouvert	Pince ouverte.	04/06/2021	17:26:17,532	FAUX
FERMER	Fermer la pince	04/06/2021	17:26:17,532	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:17,532	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:17,532	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:17,532	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:17,988	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:18,110	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:26:18,110	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:18,480	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:18,480	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:18,480	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:18,480	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:26:18,690	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:26:19,395	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:26:19,520	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:26:19,520	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:19,520	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:19,520	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:26:19,520	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:19,520	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:19,641	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:26:19,890	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:20,010	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:20,010	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:20,010	FAUX
fermee	Pince fermée.	04/06/2021	17:26:20,104	FAUX
ouvert	Pince ouverte.	04/06/2021	17:26:20,104	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:26:20,104	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:26:20,104	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:26:20,104	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:26:20,104	VRAI
